2226 \Delta(1905)^{++}\xspace \Delta(1905)^{--}\xspace
2228 \Delta(1950)^{++}\xspace \Delta(1950)^{--}\xspace
3112 \Sigma^-\xspace \Sigma^+\xspace
3114 \Sigma^{*-}/\Sigma(1385)^-\xspace \Sigma^{*+}/\Sigma(1385)^+\xspace
3116 \Sigma(1775)^-\xspace \Sigma(1775)^+\xspace
3122 \Lambda\xspace \kern0.2em\overline{\kern-0.2em\Lambda}\xspace
3124 \Lambda(1520)\xspace \kern0.2em\overline{\kern-0.2em\Lambda}(1520)\xspace
3126 \Lambda(1820)\xspace \kern0.2em\overline{\kern-0.2em\Lambda}(1820)\xspace
3128 \Lambda(2100)\xspace \kern0.2em\overline{\kern-0.2em\Lambda}(2100)\xspace
3212 \Sigma^{0}\xspace \kern0.2em\overline{\kern-0.2em\Sigma}^{0}\xspace
3214 \Sigma^{*0}/\Sigma(1385)^{0}\xspace \kern0.2em\overline{\kern-0.2em\Sigma}^{*0}/\Sigma(1385)^{0}\xspace
3216 \Sigma(1775)^{0}\xspace \kern0.2em\overline{\kern-0.2em\Sigma}(1775)^{0}\xspace
3222 \Sigma^{+}\xspace \Sigma^{-}\xspace
3224 \Sigma^{*+}/\Sigma(1385)^{+}\xspace \Sigma^{*-}/\Sigma(1385)^{-}\xspace
3226 \Sigma(1775)^{+}\xspace \Sigma(1775)^{-}\xspace
3312 \Xi^-\xspace \Xi^+\xspace
3314 \Xi^{*-}/\Xi(1530)^-\xspace \Xi^{*+}/\Xi(1530)^+\xspace
3322 \Xi^{0}\xspace \kern0.2em\overline{\kern-0.2em\Xi}^{0}\xspace
3324 \Xi^{*0}/\Xi(1530)^{0}\xspace \kern0.2em\overline{\kern-0.2em\Xi}^{*0}/\Xi(1530)^{0}\xspace
3334 \Omega^-\xspace \Omega^+\xspace
4112 \Sigma_c^{0}\xspace \kern0.2em\overline{\kern-0.2em\Sigma_c}^{0}\xspace
4114 \Sigma_c^{*0}\xspace \kern0.2em\overline{\kern-0.2em\Sigma_c}^{*0}\xspace
4122 \Lambda_c^{+}\xspace \Lambda_c^{-}\xspace
4132 \Xi_c^{0}\xspace \kern0.2em\overline{\kern-0.2em\Xi_c}^{0}\xspace
4212 \Sigma_c^{+}\xspace \Sigma_c^{-}\xspace
4214 \Sigma_c^{*+}\xspace \Sigma_c^{*-}\xspace
4222 \Sigma_c^{++}\xspace \Sigma_c^{--}\xspace
4224 \Sigma_c^{*++}\xspace \Sigma_c^{*--}\xspace
4232 \Xi_c^{+}\xspace \Xi_c^{-}\xspace
4312 \Xi_c^{\prime 0}\xspace \kern0.2em\overline{\kern-0.2em\Xi_c}^{\prime 0}\xspace
4314 \Xi_c^{*0}\xspace \kern0.2em\overline{\kern-0.2em\Xi_c}^{*0}\xspace
4322 \Xi_c^{\prime +}\xspace \Xi_c^{\prime -}\xspace
4324 \Xi_c^{*+}\xspace \Xi_c^{*-}\xspace
4332 \Omega_c^{0}\xspace \kern0.2em\overline{\kern-0.2em\Omega_c}^{0}\xspace
4334 \Omega_c^{*0}\xspace \kern0.2em\overline{\kern-0.2em\Omega_c}^{*0}\xspace
4412 \Xi_{cc}^{+}\xspace \Xi_{cc}^{-}\xspace
4422 \Xi_{cc}^{++}\xspace \Xi_{cc}^{--}\xspace
5112 \Sigma_b^-\xspace \Sigma_b^+\xspace
5114 \Sigma_b^{*-}\xspace \Sigma_b^{*+}\xspace
5122 \Lambda_b^{0}\xspace \kern0.2em\overline{\kern-0.2em\Lambda_b}^{0}\xspace
5132 \Xi_b^-\xspace \kern0.2em\overline{\kern-0.2em\Xi_b}^-\xspace
5212 \Sigma_b^{0}\xspace \kern0.2em\overline{\kern-0.2em\Sigma_b}^{0}\xspace
5214 \Sigma_b^{*0}\xspace \kern0.2em\overline{\kern-0.2em\Sigma_b}^{*0}\xspace
5222 \Sigma_b^{+}\xspace \Sigma_b^{-}\xspace
5224 \Sigma_b^{*+}\xspace \Sigma_b^{*-}\xspace
5232 \Xi_b^{0}\xspace \Xi_b^{0}\xspace
9981 0^{+}\xspace 0^{+}\xspace
9983 1^{+}\xspace \kern0.2em\overline{\kern-0.2em1}^{+}\xspace
9985 2^{+}\xspace 2^{+}\xspace
9986 2^{-}\xspace 2^{-}\xspace
9991 0^{-}\xspace 0^{-}\xspace
9993 1^{-}\xspace \kern0.2em\overline{\kern-0.2em1}^{-}\xspace
10111 a_{0}(1450)^{0}\xspace a_{0}(1450)^{0}\xspace
10113 b_{1}(1235)^{0}\xspace b_{1}(1235)^{0}\xspace
10115 \pi_{2}(1670)^{0}\xspace \pi_{2}(1670)^{0}\xspace
10211 a_{0}(1450)^{+}\xspace a_{0}(1450)^{-}\xspace
10213 b_{1}(1235)^{+}\xspace b_{1}(1235)^{-}\xspace
10215 \pi_{2}(1670)^{+}\xspace \pi_{2}(1670)^{-}\xspace
10223 h_{1}(1170)\xspace h_{1}(1170)\xspace
10225 \eta_{2}(1645)\xspace \eta_{2}(1645)\xspace
10311 K_{0}^*(1430)^{0}\xspace \kern0.2em\overline{\kern-0.2emK_{0}}^*(1430)^{0}\xspace
10313 K_{1}(1270)^{0}\xspace \kern0.2em\overline{\kern-0.2emK_{1}}(1270)^{0}\xspace
10315 K_{2}(1770)^{0}\xspace \kern0.2em\overline{\kern-0.2emK_{2}}(1770)^{0}\xspace
10321 K_{0}^*(1430)^{+}\xspace K_{0}^*(1430)^{-}\xspace
10323 K_{1}(1270)^{+}\xspace K_{1}(1270)^{-}\xspace
10325 K_{2}(1770)^{+}\xspace K_{2}(1770)^{-}\xspace
10331 f_{0}(1710)\xspace f_{0}(1710)\xspace
10333 h_{1}(1380)/h_1^\prime\xspace h_{1}(1380)/h_1^\prime\xspace
10335 \eta_{2}(1870)\xspace \eta_{2}(1870)\xspace
10411 D_{0}^*(2400)^{+}\xspace D_{0}^*(2400)^{-}\xspace
10413 D_{1}(2420)/D_1^{+}(L)^{+}\xspace D_{1}(2420)/D_1^{-}(L)^{-}\xspace
10421 D_{0}^*(2400)^{0}\xspace \kern0.2em\overline{\kern-0.2emD_{0}}^*(2400)^{0}\xspace
10423 D_{1}(2420)/D_1^{0}(L)^{0}\xspace \kern0.2em\overline{\kern-0.2emD_{1}}(2420)/D_1^{0}(L)^{0}\xspace
10431 D_{s0}^{*+}\xspace D_{s0}^{*-}\xspace
10433 D_{s1}(2536)/D_{s1}^{+}(L)^{+}\xspace D_{s1}(2536)/D_{s1}^{-}(L)^{-}\xspace
10441 \chi_{c0}(1P)\xspace \chi_{c0}(1P)\xspace
10443 h_c(1P)\xspace h_c(1P)\xspace
10551 \chi_{b0}(1P)\xspace \chi_{b0}(1P)\xspace
11114 \Delta(1700)^-\xspace \Delta(1700)^+\xspace
12112 N(1440)^{0}\xspace \kern0.2em\overline{\kern-0.2emN}(1440)^{0}\xspace
12114 \Delta(1700)^{0}\xspace \kern0.2em\overline{\kern-0.2em\Delta}(1700)^{0}\xspace
12116 N(1680)^{0}\xspace \kern0.2em\overline{\kern-0.2emN}(1680)^{0}\xspace
12212 N(1440)^{+}\xspace N(1440)^{-}\xspace
12214 \Delta(1700)^{+}\xspace \Delta(1700)^{-}\xspace
12216 N(1680)^{+}\xspace N(1680)^{-}\xspace
12224 \Delta(1700)^{++}\xspace \Delta(1700)^{--}\xspace
13112 \Sigma(1660)^-\xspace \Sigma(1660)^+\xspace
13114 \Sigma(1670)^-\xspace \Sigma(1670)^+\xspace
13116 \Sigma(1915)^-\xspace \Sigma(1915)^+\xspace
13122 \Lambda(1404)\xspace \kern0.2em\overline{\kern-0.2em\Lambda}(1404)\xspace
13124 \Lambda(1690)\xspace \kern0.2em\overline{\kern-0.2em\Lambda}(1690)\xspace
13126 \Lambda(1830)\xspace \kern0.2em\overline{\kern-0.2em\Lambda}(1830)\xspace
13212 \Sigma(1660)^{0}\xspace \kern0.2em\overline{\kern-0.2em\Sigma}(1660)^{0}\xspace
13214 \Sigma(1670)^{0}\xspace \kern0.2em\overline{\kern-0.2em\Sigma}(1670)^{0}\xspace
13216 \Sigma(1915)^{0}\xspace \kern0.2em\overline{\kern-0.2em\Sigma}(1915)^{0}\xspace
13222 \Sigma(1660)^{+}\xspace \Sigma(1660)^{-}\xspace
13224 \Sigma(1670)^{+}\xspace \Sigma(1670)^{-}\xspace
13226 \Sigma(1915)^{+}\xspace \Sigma(1915)^{-}\xspace
14122 \Lambda_c(2593)\xspace \Lambda_c(2593)\xspace
20113 a_{1}(1260)^{0}\xspace a_{1}(1260)^{0}\xspace
20213 a_{1}(1260)^{+}\xspace a_{1}(1260)^{-}\xspace
20223 f_{1}(1285)\xspace f_{1}(1285)\xspace
20313 K_{1}(1400)^{0}\xspace \kern0.2em\overline{\kern-0.2emK_{1}}(1400)^{0}\xspace
20315 K_{2}(1820)^{0}\xspace \kern0.2em\overline{\kern-0.2emK_{2}}(1820)^{0}\xspace
20323 K_{1}(1400)^{+}\xspace K_{1}(1400)^{-}\xspace
20325 K_{2}(1820)^{+}\xspace K_{2}(1820)^{-}\xspace
20333 f_{1}(1420)/f_1^\prime\xspace f_{1}(1420)/f_1^\prime\xspace
20423 D_{1}(2430)^{0}\xspace \kern0.2em\overline{\kern-0.2emD_{1}}(2430)^{0}\xspace
20433 D_{s1}(H)/D_{s1}^{*+}^{+}\xspace D_{s1}(H)/D_{s1}^{*-}^{-}\xspace
20443 \chi_{c1}(1P)\xspace \chi_{c1}(1P)\xspace
20553 \chi_{b1}(1P)\xspace \chi_{b1}(1P)\xspace
21112 \Delta(1910)^-\xspace \Delta(1910)^+\xspace
21212 \Delta(1910)^{+}\xspace \kern0.2em\overline{\kern-0.2em\Delta}(1910)^{+}\xspace
21214 N(1700)^{0}\xspace \kern0.2em\overline{\kern-0.2emN}(1700)^{0}\xspace
22112 \Delta(1910)^{0}\xspace \kern0.2em\overline{\kern-0.2em\Delta}(1910)^{0}\xspace
22124 N(1700)^{+}\xspace N(1700)^{-}\xspace
22212 N(1535)^{+}\xspace N(1535)^{-}\xspace
22222 \Delta(1910)^{++}\xspace \Delta(1910)^{--}\xspace
23112 \Sigma(1750)^-\xspace \Sigma(1750)^+\xspace
23114 \Sigma(1940)^-\xspace \Sigma(1940)^+\xspace
23122 \Lambda(1600)\xspace \kern0.2em\overline{\kern-0.2em\Lambda}(1600)\xspace
23124 \Lambda(1890)\xspace \kern0.2em\overline{\kern-0.2em\Lambda}(1890)\xspace
23126 \Lambda(2110)\xspace \kern0.2em\overline{\kern-0.2em\Lambda}(2110)\xspace
23212 \Sigma(1750)^{0}\xspace \kern0.2em\overline{\kern-0.2em\Sigma}(1750)^{0}\xspace
23214 \Sigma(1940)^{0}\xspace \kern0.2em\overline{\kern-0.2em\Sigma}(1940)^{0}\xspace
23222 \Sigma(1750)^{+}\xspace \Sigma(1750)^{-}\xspace
23224 \Sigma(1940)^{+}\xspace \Sigma(1940)^{-}\xspace
30113 \rho(1700)^{0}\xspace \rho(1700)^{0}\xspace
30213 \rho(1700)^{+}\xspace \rho(1700)^{-}\xspace
30221 f_{0}(1370)\xspace f_{0}(1370)\xspace
30223 \omega(1650)\xspace \omega(1650)\xspace
30313 K^*(1680)^{0}\xspace \kern0.2em\overline{\kern-0.2emK}^*(1680)^{0}\xspace
30323 K^*(1680)^{+}\xspace K^*(1680)^{-}\xspace
30443 \psi(3770)\xspace \psi(3770)\xspace
31114 \Delta(1600)^-\xspace \Delta(1600)^+\xspace
31214 N(1720)^{0}\xspace \kern0.2em\overline{\kern-0.2emN}(1720)^{0}\xspace
32112 N(1650)^{0}\xspace \kern0.2em\overline{\kern-0.2emN}(1650)^{0}\xspace
32114 \Delta(1600)^{0}\xspace \kern0.2em\overline{\kern-0.2em\Delta}(1600)^{0}\xspace
32124 N(1720)^{+}\xspace N(1720)^{-}\xspace
32212 N(1650)^{+}\xspace N(1650)^{-}\xspace
32214 \Delta(1600)^{+}\xspace \Delta(1600)^{-}\xspace
32224 \Delta(1600)^{++}\xspace \Delta(1600)^{--}\xspace
33122 \Lambda(1670)\xspace \kern0.2em\overline{\kern-0.2em\Lambda}(1670)\xspace
42112 N(1710)^{0}\xspace \kern0.2em\overline{\kern-0.2emN}(1710)^{0}\xspace
42212 N(1710)^{+}\xspace N(1710)^{-}\xspace
43122 \Lambda(1800)\xspace \kern0.2em\overline{\kern-0.2em\Lambda}(1800)\xspace
53122 \Lambda(1810)\xspace \kern0.2em\overline{\kern-0.2em\Lambda}(1810)\xspace
100111 \pi(1300)^{0}\xspace \pi(1300)^{0}\xspace
100113 \rho(1450)^{0}\xspace \rho(1450)^{0}\xspace
100115 a_{2}(1700)^{0}\xspace a_{2}(1700)^{0}\xspace
100211 \pi(1300)^{+}\xspace \pi(1300)^{-}\xspace
100213 \rho(1450)^{+}\xspace \rho(1450)^{-}\xspace
100215 a_{2}(1700)^{+}\xspace a_{2}(1700)^{-}\xspace
100221 \eta(1295)\xspace \eta(1295)\xspace
100223 \omega(1420)\xspace \omega(1420)\xspace
100311 K(1460)^{0}\xspace \kern0.2em\overline{\kern-0.2emK}(1460)^{0}\xspace
100313 K^*(1410)^{0}\xspace \kern0.2em\overline{\kern-0.2emK}^*(1410)^{0}\xspace
100315 K_{2}^*(1980)^{0}\xspace \kern0.2em\overline{\kern-0.2emK_{2}}^*(1980)^{0}\xspace
100321 K(1460)^{+}\xspace K(1460)^{-}\xspace
100323 K^*(1410)^{+}\xspace K^*(1410)^{-}\xspace
100325 K_{2}^*(1980)^{+}\xspace K_{2}^*(1980)^{-}\xspace
100331 \eta(1475)\xspace \eta(1475)\xspace
100333 \phi(1680)\xspace \phi(1680)\xspace
100441 \eta_c(2S)\xspace \eta_c(2S)\xspace
100443 \psi(2S)/\psi^\prime\xspace \psi(2S)/\psi^\prime\xspace
100445 \chi_{c2}(2P)\xspace \chi_{c2}(2P)\xspace
100553 \Upsilon(2S)/\Upsilon^\prime\xspace \Upsilon(2S)/\Upsilon^\prime\xspace
100555 \chi_{b2}(2P)\xspace \chi_{b2}(2P)\xspace
110551 \chi_{b0}(2P)\xspace \chi_{b0}(2P)\xspace
120553 \chi_{b1}(2P)\xspace \chi_{b1}(2P)\xspace
200553 \Upsilon(3S)\xspace \Upsilon(3S)\xspace
300553 \Upsilon(4S)\xspace \Upsilon(4S)\xspace
9000111 a_{0}(980)^{0}\xspace a_{0}(980)^{0}\xspace
9000113 \pi_{1}(1400)^{0}\xspace \pi_{1}(1400)^{0}\xspace
9000115 \pi_{2}(2100)^{0}\xspace \pi_{2}(2100)^{0}\xspace
9000117 \rho_{3}(1990)^{0}\xspace \rho_{3}(1990)^{0}\xspace
9000211 a_{0}(980)^{+}\xspace a_{0}(980)^{-}\xspace
9000213 \pi_{1}(1400)^{+}\xspace \pi_{1}(1400)^{-}\xspace
9000215 \pi_{2}(2100)^{+}\xspace \pi_{2}(2100)^{-}\xspace
9000217 \rho_{3}(1990)^{+}\xspace \rho_{3}(1990)^{-}\xspace
9000221 f_{0}(600)\xspace f_{0}(600)\xspace
9000223 f_{1}(1510)\xspace f_{1}(1510)\xspace
9000225 f_{2}(1430)\xspace f_{2}(1430)\xspace
9000229 f_J(2220)\xspace f_J(2220)\xspace
9000311 K_{0}^*(800)^{0}\xspace \kern0.2em\overline{\kern-0.2emK_{0}}^*(800)^{0}\xspace
9000313 K_{1}(1650)^{0}\xspace \kern0.2em\overline{\kern-0.2emK_{1}}(1650)^{0}\xspace
9000315 K_{2}(1580)^{0}\xspace \kern0.2em\overline{\kern-0.2emK_{2}}(1580)^{0}\xspace
9000319 K_{4}(2500)^{0}\xspace \kern0.2em\overline{\kern-0.2emK_{4}}(2500)^{0}\xspace
9000321 K_{0}^*(800)^{+}\xspace K_{0}^*(800)^{-}\xspace
9000323 K_{1}(1650)^{+}\xspace K_{1}(1650)^{-}\xspace
9000325 K_{2}(1580)^{+}\xspace K_{2}(1580)^{-}\xspace
9000329 K_{4}(2500)^{+}\xspace K_{4}(2500)^{-}\xspace
9000443 \psi(4040)\xspace \psi(4040)\xspace
9000553 \Upsilon(10860)\xspace \Upsilon(10860)\xspace
9010111 \pi(1800)^{0}\xspace \pi(1800)^{0}\xspace
9010113 \pi_{1}(1600)^{0}\xspace \pi_{1}(1600)^{0}\xspace
9010117 \rho_{3}(2250)^{0}\xspace \rho_{3}(2250)^{0}\xspace
9010211 \pi(1800)^{+}\xspace \pi(1800)^{-}\xspace
9010213 \pi_{1}(1600)^{+}\xspace \pi_{1}(1600)^{-}\xspace
9010217 \rho_{3}(2250)^{+}\xspace \rho_{3}(2250)^{-}\xspace
9010221 f_{0}(980)\xspace f_{0}(980)\xspace
9010223 h_{1}(1595)\xspace h_{1}(1595)\xspace
9010225 f_{2}(1565)\xspace f_{2}(1565)\xspace
9010229 f_{4}(2300)\xspace f_{4}(2300)\xspace
9010311 K(1830)^{0}\xspace \kern0.2em\overline{\kern-0.2emK}(1830)^{0}\xspace
9010315 K_{2}(2250)^{0}\xspace \kern0.2em\overline{\kern-0.2emK_{2}}(2250)^{0}\xspace
9010317 K_{3}(2320)^{0}\xspace \kern0.2em\overline{\kern-0.2emK_{3}}(2320)^{0}\xspace
9010321 K(1830)^{+}\xspace K(1830)^{-}\xspace
9010325 K_{2}(2250)^{+}\xspace K_{2}(2250)^{-}\xspace
9010327 K_{3}(2320)^{+}\xspace K_{3}(2320)^{-}\xspace
9010443 \psi(4160)\xspace \psi(4160)\xspace
9010553 \Upsilon(11020)\xspace \Upsilon(11020)\xspace
9020113 a_{1}(1640)^{0}\xspace a_{1}(1640)^{0}\xspace
9020213 a_{1}(1640)^{+}\xspace a_{1}(1640)^{-}\xspace
9020221 \eta(1405)\xspace \eta(1405)\xspace
9020225 f_{2}(1640)\xspace f_{2}(1640)\xspace
9020311 K_{0}^*(1950)^{0}\xspace \kern0.2em\overline{\kern-0.2emK_{0}}^*(1950)^{0}\xspace
9020321 K_{0}^*(1950)^{+}\xspace K_{0}^*(1950)^{-}\xspace
9020443 \psi(4415)\xspace \psi(4415)\xspace
9030113 \rho(1900)^{0}\xspace \rho(1900)^{0}\xspace
9030213 \rho(1900)^{+}\xspace \rho(1900)^{-}\xspace
9030221 f_{0}(1500)\xspace f_{0}(1500)\xspace
9030225 f_{2}(1810)\xspace f_{2}(1810)\xspace
9040221 \eta(1760)\xspace \eta(1760)\xspace
9040225 f_{2}(1910)\xspace f_{2}(1910)\xspace
9050221 f_{0}(2020)\xspace f_{0}(2020)\xspace
9050225 f_{2}(1950)\xspace f_{2}(1950)\xspace
9060221 f_{0}(2100)\xspace f_{0}(2100)\xspace
9060225 f_{2}(2010)\xspace f_{2}(2010)\xspace
9070221 f_{0}(2200)\xspace f_{0}(2200)\xspace
9070225 f_{2}(2150)\xspace f_{2}(2150)\xspace
9080221 \eta(2225)\xspace \eta(2225)\xspace
9080225 f_{2}(2300)\xspace f_{2}(2300)\xspace
9090225 f_{2}(2340)\xspace f_{2}(2340)\xspace
